"ID","Accelerator","System","Simple edit","Start Time","End Time","OP Duration","OP Duration (seconds)","Effective Duration","Effective Duration (seconds)","Current state","States","Faulty Elements","Description","Cardiogram Link and Display Label","AWG","Expert","R2E Status","Parent ID","Parent","Child Count"
29863,"LHC","Beam Instrumentation » BCT","","11-10-2016 19:27:23","11-10-2016 20:24:29","57min 06s",3426,"57min 06s",3426,"OP Ended","Blocking OP|OP Ended","SMP","LHC Setup Beam Flag is flickering. ","","Reviewed","Reviewed","Not R2E related","","",0
29860,"LHC","Cooling and Ventilation » Cooling » Demineralized water system","","11-10-2016 13:05:18","11-10-2016 18:03:07","04h 57min 49s",17869,"04h 57min 49s",17869,"OP Ended","Blocking OP|OP Ended","water cooling Sector 1-2","","","Reviewed","Requires review","Not R2E related","","",0
29965,"LHC","Power Converters","","10-10-2016 10:59:30","10-10-2016 12:30:06","01h 30min 36s",5436,"01h 30min 36s",5436,"OP Ended","Blocking OP|OP Ended","RSS.A23B1,RPMBB.UJ33.RSS.A23B1","module exchange, PIC tests requested before restart","","Reviewed","Reviewed","Not R2E related","","",0
29839,"LHC","Accelerator Controls » WorldFIP","","10-10-2016 08:02:29","10-10-2016 10:59:30","02h 57min 01s",10621,"02h 57min 01s",10621,"OP Ended","Blocking OP|OP Ended","QPS communication","","","Reviewed","Reviewed","Not R2E related","","",0
29829,"LHC","Power Converters","","09-10-2016 11:26:45","09-10-2016 12:01:14","34min 29s",2069,"34min 29s",2069,"OP Ended","Blocking OP|OP Ended","RPMBA.RR57.RQT13.R5B1","communications loss","","Reviewed","Reviewed","R2E confirmed","","",0
29836,"LHC","Beam Losses » Fast Losses (UFO)","","09-10-2016 07:26:31","09-10-2016 07:26:37","06s",6,"06s",6,"OP Ended","Blocking OP|OP Ended","LHCb","","","Reviewed","Requires review","Not R2E related","","",0
29826,"LHC","Electrical Network » Compensator","","09-10-2016 05:12:38","09-10-2016 05:31:59","19min 21s",1161,"19min 21s",1161,"OP Ended","Non-Blocking OP|OP Ended","FMCM RD1.LR5","TCR tripped in point 6","","Reviewed","Requires review","Not R2E related","","",0
29820,"LHC","Experiments » TOTEM","","09-10-2016 02:04:34","09-10-2016 03:01:26","56min 52s",3412,"56min 52s",3412,"OP Ended","Non-Blocking OP|OP Ended","access requested","","","Reviewed","Requires review","Not R2E related","","",1
29801,"LHC","Power Converters","","08-10-2016 16:47:11","08-10-2016 16:59:26","12min 15s",735,"12min 15s",735,"OP Ended","Blocking OP|OP Ended","5 600A in S23,RPMBB.UJ33.RSS.A23B1","tripped during rampdown after RSS.A23B1 trip","","Reviewed","Reviewed","Not R2E related","","",0
29798,"LHC","Cooling and Ventilation » Cooling » Demineralized water system","","08-10-2016 08:37:22","08-10-2016 11:42:48","03h 05min 26s",11126,"03h 05min 26s",11126,"OP Ended","Blocking OP|OP Ended","Pumping","Automatic switching to spare pump worked not correctly.","","Reviewed","Requires review","Not R2E related","","",0
29795,"LHC","Magnet circuits » Other","","07-10-2016 23:29:13","07-10-2016 23:40:51","11min 38s",698,"11min 38s",698,"OP Ended","Non-Blocking OP|OP Ended","RQTL11.R5B2","Trip due to zero crossing spike --> not a QPS problem.","","Reviewed","Reviewed","Not R2E related","","",0
29792,"LHC","Experiments » ALICE","","07-10-2016 19:13:57","07-10-2016 19:13:58","01s",1,"01s",1,"OP Ended","Blocking OP|OP Ended","solenoid","","","Reviewed","Requires review","Not R2E related","","",0
29789,"LHC","Experiments » ALICE","","07-10-2016 16:03:01","07-10-2016 17:26:44","01h 23min 43s",5023,"01h 23min 43s",5023,"OP Ended","Blocking OP|OP Ended","solenoid","tripped","","Reviewed","Requires review","Not R2E related","","",0
29785,"LHC","Power Converters","","07-10-2016 10:49:14","07-10-2016 11:02:10","12min 56s",776,"12min 56s",776,"OP Ended","Blocking OP|OP Ended","RPTN.SR8.RBXWH.L8"," VS_FAULT FAST_ABORT
RPTN.SR8.RBXWH.L8	ANA   :I_CAPA OVER CURRENT            :FAULT  :UT:LT","","Reviewed","Reviewed","Not R2E related","","",0
29781,"LHC","Experiments » ALICE","","06-10-2016 20:27:23","06-10-2016 22:45:46","02h 18min 23s",8303,"02h 18min 23s",8303,"OP Ended","Blocking OP|Non-Blocking OP|OP Ended","ALICE solenoid","tripped a second time at inejction","","Reviewed","Requires review","Not R2E related","","",0
29770,"LHC","Experiments » ALICE","","06-10-2016 16:17:00","06-10-2016 17:16:36","59min 36s",3576,"59min 36s",3576,"OP Ended","Blocking OP|OP Ended","trip of solenoid","","","Reviewed","Requires review","Not R2E related","","",0
29767,"LHC","Power Converters","","06-10-2016 14:32:31","06-10-2016 14:45:29","12min 58s",778,"12min 58s",778,"OP Ended","Blocking OP|OP Ended","600A in sector 23,RPMBB.UJ33.RSS.A23B1","RSS.A23B1","","Reviewed","Reviewed","Not R2E related","","",0
29764,"LHC","Radio Frequency » Hardware","","06-10-2016 14:15:18","06-10-2016 15:06:56","51min 38s",3098,"51min 38s",3098,"OP Ended","Blocking OP|OP Ended","line 4B1","","","Reviewed","Requires review","Not R2E related","","",0
29760,"LHC","Injector Complex » No Beam » PS","","05-10-2016 04:09:35","05-10-2016 09:23:34","05h 13min 59s",18839,"05h 13min 59s",18839,"OP Ended","Blocking OP|OP Ended","POPS water pump","","","Reviewed","Requires review","Not R2E related","","",0
30417,"LHC","LBDS » MKBHG","","04-10-2016 23:39:25","05-10-2016 09:23:34","09h 44min 09s",35049,"09h 44min 09s",35049,"OP Ended","Blocking OP|OP Ended","MKB generator","reliability run after generator exchanged","","Reviewed","Reviewed","Not R2E related","","",0
30420,"LHC","LBDS » MKBHG","","04-10-2016 18:19:15","04-10-2016 23:39:25","05h 20min 10s",19210,"05h 20min 10s",19210,"OP Ended","Blocking OP|OP Ended","MKB B2","erratic on dilution kicker","","Reviewed","Reviewed","Not R2E related","","",0
29728,"LHC","Injection Systems » MKI","","03-10-2016 21:33:47","03-10-2016 23:01:49","01h 28min 02s",5282,"01h 28min 02s",5282,"OP Ended","Non-Blocking OP|OP Ended","MKI-B1","Status went faulty during the softstart.","","Reviewed","Reviewed","Not R2E related","","",0
29718,"LHC","Injector Complex » No Beam » PS","","03-10-2016 08:23:11","03-10-2016 08:32:41","09min 30s",570,"09min 30s",570,"OP Ended","Non-Blocking OP|OP Ended","POPS down","","","Reviewed","Requires review","Not R2E related","","",0
29715,"LHC","Injection Systems » MKI","","03-10-2016 06:37:25","03-10-2016 08:09:50","01h 32min 25s",5545,"01h 32min 25s",5545,"OP Ended","Blocking OP|OP Ended","MKI-B1","faulty during extended MKISS after 2220b physics fill","","Reviewed","Reviewed","Not R2E related","","",0
29712,"LHC","LBDS » SCSS","","02-10-2016 10:27:02","02-10-2016 13:13:18","02h 46min 16s",9976,"02h 46min 16s",9976,"OP Ended","Blocking OP|OP Ended","Extraction kickers","Status is 'faulty' for the kicker of B2 dump.","","Reviewed","Reviewed","Not R2E related","","",0
29724,"LHC","Injection Systems » MKI","","02-10-2016 10:19:05","02-10-2016 10:27:02","07min 57s",477,"07min 57s",477,"OP Ended","Blocking OP|OP Ended","MKI8 interconnect vacuum interlock","reached with 1.13e11 proton per bunch","","Reviewed","Reviewed","Not R2E related","","",0
29703,"LHC","Beam Instrumentation » BPM","","02-10-2016 06:42:36","02-10-2016 09:10:33","02h 27min 57s",8877,"02h 27min 57s",8877,"OP Ended","Blocking OP|OP Ended","wiener crate power supply","Equipement in short circuit, tripped the electrival switch board.","","Reviewed","Requires review","Not R2E related","","",0
29700,"LHC","LBDS » MKBHG","","01-10-2016 23:07:53","02-10-2016 06:28:51","07h 20min 58s",26458,"07h 20min 58s",26458,"OP Ended","Blocking OP|OP Ended","MKBH reliability run","Following generator switch change","","Reviewed","Reviewed","Not R2E related","","",0
29709,"LHC","LBDS » MKBHG","","01-10-2016 12:27:54","01-10-2016 23:07:53","10h 39min 59s",38399,"10h 39min 59s",38399,"OP Ended","Blocking OP|OP Ended","MKB generator","One GTO of MKBH-B experienced a short circuit and needs to be replaced.","","Reviewed","Reviewed","Not R2E related","","",0
29962,"LHC","Experiments » ATLAS","","30-09-2016 02:34:10","30-09-2016 02:46:13","12min 03s",723,"12min 03s",723,"OP Ended","Blocking OP|OP Ended","ATLAS BCM","triggered during the ramp","","Reviewed","Requires review","Not R2E related","","",0
29685,"LHC","Experiments » ATLAS","","30-09-2016 02:34:10","30-09-2016 02:46:13","12min 03s",723,"12min 03s",723,"OP Ended","Blocking OP|OP Ended","BCM","triggered during the ramp","","Reviewed","Requires review","Not R2E related","","",0
29682,"LHC","Experiments » ATLAS","","30-09-2016 02:34:10","30-09-2016 02:46:13","12min 03s",723,"12min 03s",723,"OP Ended","Blocking OP|OP Ended","BCM","Triggered during the ramp","","Reviewed","Requires review","Not R2E related","","",0
29679,"LHC","Injector Complex » Beam in Set-up » SPS","","29-09-2016 21:42:37","30-09-2016 00:19:46","02h 37min 09s",9429,"02h 37min 09s",9429,"OP Ended","Blocking OP|OP Ended","SPS BQM","cannot extract the beam","","Reviewed","Reviewed","Not R2E related","","",0
29675,"LHC","Electrical Network","","29-09-2016 19:37:55","29-09-2016 20:21:27","43min 32s",2612,"43min 32s",2612,"OP Ended","Blocking OP|OP Ended","Supply for 400V point 5","","","Reviewed","Requires review","Not R2E related","","",0
29673,"LHC","Injector Complex » No Beam » SPS","","29-09-2016 15:24:08","29-09-2016 21:29:19","06h 05min 11s",21911,"06h 05min 11s",21911,"OP Ended","Blocking OP|OP Ended","SPS","Septa cooling","","Reviewed","Reviewed","Not R2E related","","",0
29669,"LHC","Cryogenics » Equipment » Production-1.8K","","29-09-2016 05:15:00","29-09-2016 14:35:32","09h 20min 32s",33632,"09h 20min 32s",33632,"OP Ended","Blocking OP|OP Ended","Pt 2 QURC","Loss of cryo conditions due to trip of QURCA-2 (problem with feedback chain of AMB CC1 indicating wrongly that the AMB is off whereas the levitation is still OK). Problem to be addressed during TS3#2016.","","Reviewed","Reviewed","Not R2E related","","",0
29667,"LHC","Radio Frequency » Hardware","","29-09-2016 03:22:22","29-09-2016 10:37:14","07h 14min 52s",26092,"07h 14min 52s",26092,"OP Ended","Blocking OP|OP Ended","line 6B1","","","Reviewed","Requires review","Not R2E related","","",0
29664,"LHC","Beam Injection » Losses","","28-09-2016 10:54:46","28-09-2016 10:56:42","01min 56s",116,"01min 56s",116,"OP Ended","Blocking OP|OP Ended","BLM IP2","triggered at 12 bunches injection (bad scraping + TL sterring not optimized?)","","Reviewed","Requires review","Not R2E related","","",0
29616,"LHC","QPS » Controller","","28-09-2016 09:51:23","28-09-2016 10:12:44","21min 21s",1281,"21min 21s",1281,"OP Ended","Blocking OP|OP Ended","RQT13.R1B1/B2","tripped during precycle","","Reviewed","Reviewed","Not R2E related","","",0
29618,"LHC","Cryogenics » Equipment » Tunnel-Instrumentation","","28-09-2016 07:36:37","28-09-2016 09:17:43","01h 41min 06s",6066,"01h 41min 06s",6066,"OP Ended","Non-Blocking OP|OP Ended","TT sensor DFBLA","Circuit breaker to be exchanged","","Reviewed","Reviewed","Not R2E related","","",0
29661,"LHC","Operation » Operational error","","26-09-2016 07:48:28","26-09-2016 07:52:16","03min 48s",228,"03min 48s",228,"OP Ended","Blocking OP|OP Ended","pilot intenisty too high","","","Reviewed","Reviewed","Not R2E related","","",0
29575,"LHC","Accelerator Controls » Post Mortem","","26-09-2016 03:02:07","26-09-2016 03:02:09","02s",2,"02s",2,"OP Ended","Blocking OP|OP Ended","?","no PM data available after programmed dump","","Reviewed","Reviewed","Not R2E related","","",0
29572,"LHC","QPS » Hardware","","26-09-2016 02:53:10","26-09-2016 05:32:44","02h 39min 34s",9574,"02h 39min 34s",9574,"OP Ended","Blocking OP|OP Ended","switch","closing failure","","Reviewed","Reviewed","Not R2E related","","",0
29658,"LHC","Experiments » ATLAS","","26-09-2016 00:11:13","26-09-2016 00:11:54","41s",41,"41s",41,"OP Ended","Blocking OP|OP Ended","BCM","BCM not masked during optics measurement","","Reviewed","Requires review","Not R2E related","","",0
29655,"LHC","Operation » Operational error","","25-09-2016 21:10:56","25-09-2016 21:11:44","48s",48,"48s",48,"OP Ended","Blocking OP|OP Ended","tune trimmed with QFB ON","during optics measurement","","Reviewed","Reviewed","Not R2E related","","",0
29652,"LHC","Beam Losses » Fast Losses (UFO)","","25-09-2016 18:33:34","25-09-2016 18:36:55","03min 21s",201,"03min 21s",201,"OP Ended","Blocking OP|OP Ended","5L1","during TCL movement","","Reviewed","Requires review","Not R2E related","","",0
29569,"LHC","Experiments » LHCb","","25-09-2016 14:02:37","25-09-2016 14:28:02","25min 25s",1525,"25min 25s",1525,"OP Ended","Blocking OP|OP Ended","","LHCb has a problem with a detector HV not coming down","","Reviewed","Requires review","Not R2E related","","",0
29956,"LHC","Operation » Operational error","","25-09-2016 00:31:16","25-09-2016 00:32:45","01min 29s",89,"01min 29s",89,"OP Ended","Blocking OP|OP Ended","","","","Reviewed","Reviewed","Not R2E related","","",0
29649,"LHC","QPS » Controller","","24-09-2016 23:14:50","24-09-2016 23:22:06","07min 16s",436,"07min 16s",436,"OP Ended","Blocking OP|OP Ended","ROF/ROD.A67B1/B2","tripped during 600A reset","","Reviewed","Requires review","Not R2E related","","",0
29646,"LHC","Operation » Operational error","","24-09-2016 19:56:10","24-09-2016 19:59:27","03min 17s",197,"03min 17s",197,"OP Ended","Blocking OP|OP Ended","Asynch dump test with AG cleaning ON","","","Reviewed","Reviewed","Not R2E related","","",0
29563,"LHC","Beam Instrumentation » BLM","","24-09-2016 18:08:27","24-09-2016 19:07:15","58min 48s",3528,"58min 48s",3528,"OP Ended","Blocking OP|OP Ended","BLM crate 6RC","","","Reviewed","Requires review","Not R2E related","","",0
29566,"LHC","Radio Frequency » Hardware","","24-09-2016 18:01:18","24-09-2016 18:03:51","02min 33s",153,"02min 33s",153,"OP Ended","Blocking OP|OP Ended","18kV of module M1B1 tripped","","","Reviewed","Requires review","Not R2E related","","",0
29560,"LHC","Collimation » Setting-up","","24-09-2016 17:26:32","24-09-2016 19:10:07","01h 43min 35s",6215,"01h 43min 35s",6215,"OP Ended","Blocking OP|OP Ended","TCTPH.4R8.B2 ","Ref mismatch at start of Physics.","","Reviewed","Requires review","Not R2E related","","",0
29540,"LHC","QPS » Controller","","24-09-2016 08:23:01","24-09-2016 08:23:07","06s",6,"06s",6,"OP Ended","Non-Blocking OP|OP Ended","RQ6.L7B1","","","Reviewed","Reviewed","Not R2E related","","",0
29643,"LHC","Transverse Damper » Hardware","","24-09-2016 05:25:38","24-09-2016 08:17:24","02h 51min 46s",10306,"02h 51min 46s",10306,"OP Ended","Blocking OP|OP Ended","B1V and B2H","DAC on the LLRF board hanging, looks to be related to the site-wide power glitch few days ago. 
Cold-restart the crates cfv-sr4-adtvb1n and cfv-sr4-adthb2n","","Reviewed","Requires review","Not R2E related","","",0
29522,"LHC","Beam Instrumentation » BLM","","23-09-2016 15:00:06","23-09-2016 16:39:04","01h 38min 58s",5938,"01h 38min 58s",5938,"OP Ended","Blocking OP|OP Ended","BLM Crate 6 RC ","Sanity check failed","","Reviewed","Requires review","Not R2E related","","",0
29475,"LHC","Accelerator Controls » LSA-INCA","","22-09-2016 22:05:27","22-09-2016 22:19:04","13min 37s",817,"13min 37s",817,"OP Ended","Blocking OP|OP Ended","Incorporation","RAMP incorporation task in trouble.","","Reviewed","Reviewed","Not R2E related","","",0
29472,"LHC","Power Converters","","22-09-2016 20:32:56","22-09-2016 21:35:24","01h 02min 28s",3748,"01h 02min 28s",3748,"OP Ended","Blocking OP|OP Ended","RPTN.SR8.RBXWH.L8","I_CAPA over current","","Reviewed","Reviewed","Not R2E related","","",0
29468,"LHC","Power Converters","","22-09-2016 19:55:17","22-09-2016 20:07:21","12min 04s",724,"12min 04s",724,"OP Ended","Blocking OP|OP Ended","RPTN.SR8.RBXWH.L8","I_CAPA over current","","Reviewed","Reviewed","Not R2E related","","",0
29466,"LHC","Beam Instrumentation » BLM","","22-09-2016 18:55:12","22-09-2016 20:04:29","01h 09min 17s",4157,"01h 09min 17s",4157,"OP Ended","Blocking OP|OP Ended","HC.BLM.SR6.C","sanity check failed","","Reviewed","Requires review","Not R2E related","","",0
29462,"LHC","Power Converters","","22-09-2016 14:29:05","22-09-2016 18:26:18","03h 57min 13s",14233,"03h 57min 13s",14233,"OP Ended","Blocking OP|OP Ended","RB.A34,RPTE.UA43.RB.A34","bridge fault: contact problem on temperature measurement system","","Reviewed","Reviewed","Not R2E related","","",0
29460,"LHC","Injector Complex » Beam in Set-up » SPS","","22-09-2016 13:57:37","22-09-2016 15:00:13","01h 02min 36s",3756,"01h 02min 36s",3756,"OP Ended","Blocking OP|OP Ended","","","","Reviewed","Reviewed","Not R2E related","","",0
29457,"LHC","Electrical Network » Distribution » 400 kV","","22-09-2016 12:30:04","22-09-2016 13:59:30","01h 29min 26s",5366,"01h 29min 26s",5366,"OP Ended","Blocking OP|OP Ended","SR8 electrical problem","","","Reviewed","Requires review","Not R2E related","","",0
29621,"LHC","Cryogenics » Equipment » Production-Vacuum","","22-09-2016 09:50:54","22-09-2016 11:28:25","01h 37min 31s",5851,"01h 37min 31s",5851,"OP Ended","Non-Blocking OP|OP Ended","Pt4 QURC","vacuum pump prolem, access requested","","Reviewed","Reviewed","Not R2E related","","",0
29517,"LHC","Operation » Operational error","","21-09-2016 00:47:23","21-09-2016 01:04:47","17min 24s",1044,"17min 24s",1044,"OP Ended","Blocking OP|OP Ended","wrong collimators settings","","","Reviewed","Reviewed","Not R2E related","","",0
29435,"LHC","Injector Complex » No Beam » PSB","","20-09-2016 23:20:32","20-09-2016 23:45:14","24min 42s",1482,"24min 42s",1482,"OP Ended","Blocking OP|OP Ended","Booster extraction septum","","","Reviewed","Reviewed","Not R2E related","","",0
29514,"LHC","Accelerator Controls » SIS » Controls core software","","20-09-2016 22:37:46","20-09-2016 22:45:49","08min 03s",483,"08min 03s",483,"OP Ended","Blocking OP|OP Ended","","glitch on safebeam flag triggered masked interlocks","","Reviewed","Reviewed","Not R2E related","","",0
29422,"LHC","LBDS » XPOC","","20-09-2016 09:58:59","20-09-2016 10:06:22","07min 23s",443,"07min 23s",443,"OP Ended","Blocking OP|OP Ended","MKD error on B2","","","Reviewed","Reviewed","Not R2E related","","",0
29511,"LHC","Beam Losses » Transverse instabilities","","20-09-2016 08:53:04","20-09-2016 08:54:11","01min 07s",67,"01min 07s",67,"OP Ended","Blocking OP|OP Ended","losses in ITR1","during highbeta run","","Reviewed","Requires review","Not R2E related","","",0
29508,"LHC","Machine Interlock Systems » SMP » Controls","","19-09-2016 18:10:49","19-09-2016 18:14:01","03min 12s",192,"03min 12s",192,"OP Ended","Blocking OP|OP Ended","glitch on SETUP beam flag","internisty too close to 3e11 during hihgbeta run (coll interlocks masked)","","Reviewed","Requires review","Not R2E related","","",0
29505,"LHC","Beam Losses » Transverse instabilities","","19-09-2016 16:37:42","19-09-2016 16:37:58","16s",16,"16s",16,"OP Ended","Blocking OP|OP Ended","emittance blow up","large blow up during the squeeze (colliding bunches) in highbweta*. ","","Reviewed","Requires review","Not R2E related","","",0
29409,"LHC","Injector Complex » No Beam » PS","","19-09-2016 14:01:24","19-09-2016 14:21:44","20min 20s",1220,"20min 20s",1220,"OP Ended","Blocking OP|OP Ended","CPS","POPS tripped","","Reviewed","Reviewed","Not R2E related","","",0
29404,"LHC","Injector Complex » No Beam » PS","","19-09-2016 10:51:37","19-09-2016 12:54:50","02h 03min 13s",7393,"02h 03min 13s",7393,"OP Ended","Blocking OP|OP Ended","PS","controls problem on POPS","","Reviewed","Requires review","Not R2E related","","",0
29502,"LHC","LBDS » XPOC","","19-09-2016 02:34:28","19-09-2016 02:42:24","07min 56s",476,"07min 56s",476,"OP Ended","Blocking OP|OP Ended","MKD.GB2","delau value at the limit","","Reviewed","Reviewed","Not R2E related","","",0
29499,"LHC","Beam Instrumentation » BCT","","19-09-2016 00:47:50","19-09-2016 00:50:47","02min 57s",177,"02min 57s",177,"OP Ended","Blocking OP|OP Ended","BCTerror","glitch on safe beam flag, beam dump during cycle for measurement","","Reviewed","Requires review","Not R2E related","","",0
29640,"LHC","Beam Injection » Oscillation","","18-09-2016 19:02:07","18-09-2016 19:04:38","02min 31s",151,"02min 31s",151,"OP Ended","Non-Blocking OP|OP Ended","BPM IR6","","","Reviewed","Requires review","Not R2E related","","",0
29379,"LHC","Cryogenics » Equipment » Production-4.5K","","17-09-2016 14:13:02","18-09-2016 18:00:41","1d 03h 47min 39s",100059,"1d 03h 47min 39s",100059,"OP Ended","Blocking OP|OP Ended","Cryo sector 23","Recovery following point 66KV fault","","Reviewed","Reviewed","Not R2E related",29373,"Electrical Network » Distribution » 400 kV",0
29373,"LHC","Electrical Network » Distribution » 400 kV","","17-09-2016 14:13:02","17-09-2016 18:22:26","04h 09min 24s",14964,"1d 03h 47min 39s",100059,"OP Ended","Blocking OP|OP Ended","66kV lost","66kV lost: PC 12,23,34. Cryo 12 34. Magents LHCb/ALICE, MKI IP2","","Reviewed","Requires review","Not R2E related","","",2
29496,"LHC","Power Converters","","17-09-2016 11:00:10","17-09-2016 11:23:58","23min 48s",1428,"23min 48s",1428,"OP Ended","Blocking OP|OP Ended","LHCb and ALICE DIpole","following an electrical perturbation","","Reviewed","Reviewed","Not R2E related",29369,"Electrical Network",0
29493,"LHC","Radio Frequency » Controls","","17-09-2016 10:55:26","17-09-2016 11:00:10","04min 44s",284,"04min 44s",284,"OP Ended","Blocking OP|OP Ended","All power","trip due to electrical perturbation","","Reviewed","Requires review","Not R2E related",29369,"Electrical Network",0
29369,"LHC","Electrical Network","","17-09-2016 10:55:26","17-09-2016 12:25:31","01h 30min 05s",5405,"01h 30min 05s",5405,"OP Ended","Blocking OP|OP Ended","Power failure","Power failure: RF , kickers, LHCb and ALICE magnets down","","Reviewed","Requires review","Not R2E related","","",2
29367,"LHC","LBDS » HVPS","","17-09-2016 07:39:54","17-09-2016 10:30:05","02h 50min 11s",10211,"02h 50min 11s",10211,"OP Ended","Blocking OP|OP Ended","XPOC Beam 2","Change power supply Beam 2","","Reviewed","Reviewed","Not R2E related","","",0
29364,"LHC","Power Converters","","17-09-2016 03:03:16","17-09-2016 07:06:46","04h 03min 30s",14610,"04h 03min 30s",14610,"OP Ended","Blocking OP|OP Ended","RQ8.R8B2,RPHGA.UA87.RQ8.R8B2","Fast abort cannot be reset. common control unit damaged","","Reviewed","Reviewed","Not R2E related","","",0
30286,"LHC","Cryogenics » Users » Other","","17-09-2016 00:47:44","17-09-2016 03:03:16","02h 15min 32s",8132,"02h 15min 32s",8132,"OP Ended","Blocking OP|OP Ended","flushing IT1/5 beam screens post TS2","","","Reviewed","Requires review","Not R2E related",29445,"Other",0
29478,"LHC","Cryogenics » Equipment » Production-Other","","16-09-2016 18:02:19","17-09-2016 00:47:44","06h 45min 25s",24325,"06h 45min 25s",24325,"OP Ended","Blocking OP|OP Ended","Pt8","recovery from 66kV intervention in pt8","","Reviewed","Reviewed","Not R2E related",29445,"Other",0
29445,"LHC","Other","","16-09-2016 17:57:52","16-09-2016 18:02:19","04min 27s",267,"09h 05min 24s",32724,"OP Ended","Non-Blocking OP|OP Ended","planned intervention on 66 kV","intervention on 66 kV bushing approved during TS2","","Reviewed","Requires review","Not R2E related","","",2
29223,"LHC","Power Converters","","12-09-2016 05:28:08","12-09-2016 05:33:05","04min 57s",297,"04min 57s",297,"OP Ended","Blocking OP|OP Ended","RQTD.A34B1,RPMBB.UA43.RQTD.A34B1","","","Reviewed","Reviewed","Not R2E related","","",0
29220,"LHC","QPS » Hardware","","11-09-2016 13:24:00","11-09-2016 14:19:55","55min 55s",3355,"55min 55s",3355,"OP Ended","Blocking OP|OP Ended","RQTD.A67B1 Energy Extraction","","","Reviewed","Reviewed","Not R2E related","","",0
29201,"LHC","Injector Complex » No Beam » SPS","","11-09-2016 05:43:36","11-09-2016 05:51:39","08min 03s",483,"08min 03s",483,"OP Ended","Non-Blocking OP|OP Ended","SPS MKP","","","Reviewed","Reviewed","Not R2E related","","",0
29198,"LHC","Power Converters","","11-09-2016 05:13:42","11-09-2016 05:19:48","06min 06s",366,"06min 06s",366,"OP Ended","Blocking OP|OP Ended","RPMBB.UA43.RSF1.A34B1","trip during ramp down","","Reviewed","Reviewed","Not R2E related","","",0
29195,"LHC","Injector Complex » No Beam » SPS","","11-09-2016 01:12:32","11-09-2016 01:39:23","26min 51s",1611,"26min 51s",1611,"OP Ended","Blocking OP|OP Ended","MKP SPS","","","Reviewed","Reviewed","Not R2E related","","",0
29192,"LHC","LBDS » HVPS","","10-09-2016 21:14:10","10-09-2016 22:16:29","01h 02min 19s",3739,"01h 02min 19s",3739,"OP Ended","Blocking OP|OP Ended","LBDS Beam 1","self triggered and XPOC error on BETS MKBH","","Reviewed","Reviewed","Not R2E related","","",0
29186,"LHC","QPS » Controller","","10-09-2016 06:17:42","10-09-2016 06:28:48","11min 06s",666,"11min 06s",666,"OP Ended","Blocking OP|OP Ended","RSF1/2.A34B1/B2","","","Reviewed","Reviewed","Not R2E related","","",0
29189,"LHC","Injector Complex » No Beam » SPS","","10-09-2016 05:45:41","10-09-2016 09:41:43","03h 56min 02s",14162,"03h 56min 02s",14162,"OP Ended","Blocking OP|OP Ended","SPS wirescanner fault recovery","","","Reviewed","Reviewed","Not R2E related","","",0
29183,"LHC","Power Converters","","10-09-2016 00:08:42","10-09-2016 03:32:28","03h 23min 46s",12226,"03h 23min 46s",12226,"OP Ended","Blocking OP|OP Ended","RPMBA.RR53.RQT13.L5B1","","","Reviewed","Reviewed","R2E candidate","","",0
29172,"LHC","Power Converters","","08-09-2016 05:12:19","08-09-2016 07:35:56","02h 23min 37s",8617,"02h 23min 37s",8617,"OP Ended","Blocking OP|OP Ended","RPMBA.UJ33.RQTL11.R3B1","Internal fault of the power converter. Access needed","","Reviewed","Reviewed","Not R2E related","","",0
29169,"LHC","Injector Complex » No Beam » PSB","","08-09-2016 02:58:32","08-09-2016 04:49:07","01h 50min 35s",6635,"01h 50min 35s",6635,"OP Ended","Blocking OP|OP Ended","RF booster","","","Reviewed","Reviewed","Not R2E related","","",0
29180,"LHC","Power Converters","","08-09-2016 02:03:08","08-09-2016 02:08:11","05min 03s",303,"05min 03s",303,"OP Ended","Blocking OP|OP Ended","RSF1.A34B1,RPMBB.UA43.RSF1.A34B1","during ramp down","","Reviewed","Reviewed","Not R2E related","","",0
29163,"LHC","Injector Complex » No Beam » PS","","07-09-2016 16:00:58","07-09-2016 16:24:19","23min 21s",1401,"23min 21s",1401,"OP Ended","Blocking OP|OP Ended","POPS down","","","Reviewed","Reviewed","Not R2E related","","",0
29160,"LHC","Injector Complex » No Beam » SPS","","07-09-2016 11:45:13","07-09-2016 14:44:01","02h 58min 48s",10728,"02h 58min 48s",10728,"OP Ended","Blocking OP|OP Ended","no beam from injectors","Trip of the main bends","","Reviewed","Reviewed","Not R2E related","","",0
29277,"LHC","Access Management » Access Request","","07-09-2016 10:08:08","07-09-2016 10:53:12","45min 04s",2704,"45min 04s",2704,"OP Ended","Blocking OP|OP Ended","CMS and ALFA","Ne concerne pas Access System: Pourriez-vous svp ajouter un parent afin que ceci ne soit pas imputé au système d¿accès « à tort ».","","Reviewed","Reviewed","Not R2E related","","",0
29151,"LHC","QPS » Controller","","06-09-2016 14:29:45","06-09-2016 14:31:48","02min 03s",123,"02min 03s",123,"OP Ended","Blocking OP|OP Ended","RCBH/V2.R8","tripped during ramping for collisions in IP8","","Reviewed","Reviewed","R2E rejected","","",0
29148,"LHC","Injector Complex » No Beam","","06-09-2016 12:03:49","06-09-2016 13:05:24","01h 01min 35s",3695,"01h 01min 35s",3695,"OP Ended","Blocking OP|OP Ended","BCT4 problem in SPS","","","Reviewed","Requires review","Not R2E related","","",0
